Mod:Item:MetaData, Localized Name
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemjournal, Astral Tome
astralsorcery:itemhandtelescope, Looking Glass
astralsorcery:itemlinkingtool, Linking Tool
astralsorcery:itemwand, Resonating Wand
astralsorcery:itemsextant, Sextant
astralsorcery:itemilluminationwand, Illumination Wand
astralsorcery:itemcoloredlens:0, Colored Lens
astralsorcery:itemcoloredlens:1, Colored Lens
astralsorcery:itemcoloredlens:2, Colored Lens
astralsorcery:itemcoloredlens:3, Colored Lens
astralsorcery:itemcoloredlens:4, Colored Lens
astralsorcery:itemcoloredlens:5, Colored Lens
astralsorcery:itemcoloredlens:6, Colored Lens
astralsorcery:itemskyresonator, Fosic Resonator
astralsorcery:itemshiftingstar, Shifting Star
astralsorcery:itemarchitectwand, Formation Wand
astralsorcery:itemexchangewand, Conversion Wand
astralsorcery:itemgrapplewand, Impulsion Wand
astralsorcery:itemusabledust:0, Illumination Powder
astralsorcery:itemusabledust:1, Nocturnal Powder
astralsorcery:itemknowledgeshare, Scroll of Written Expertise
astralsorcery:itemperkseal, Sealing Sigil
astralsorcery:itemknowledgefragment, Lucent Scroll
astralsorcery:itemfragmentcapsule, Shining Casing
astralsorcery:itemperkgem:0, Ourium Gem
astralsorcery:itemperkgem:1, Ilium Gem
astralsorcery:itemperkgem:2, Fengarum Gem
astralsorcery:itemcrystalpickaxe, Crystal Pickaxe
astralsorcery:itemcrystalshovel, Crystal Shovel
astralsorcery:itemcrystalaxe, Crystal Axe
astralsorcery:itemcrystalsword, Crystal Sword
astralsorcery:itemchargedcrystalaxe, Infused Crystal Axe
astralsorcery:itemchargedcrystalsword, Infused Crystal Sword
astralsorcery:itemchargedcrystalpickaxe, Infused Crystal Pickaxe
astralsorcery:itemchargedcrystalshovel, Infused Crystal Shovel
astralsorcery:itemcape, Mantle of Stars
astralsorcery:itemenchantmentamulet, Resplendent Prism
astralsorcery:blockmarblestairs, Marble Stairs
astralsorcery:blockflarelight, Volatile Flare
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, Containment Chalice
astralsorcery:blockbore, Evershifting Fountain
astralsorcery:blockattunementaltar, Attunement Altar
astralsorcery:blockattunementrelay, Spectral Relay
astralsorcery:blockwell, Lightwell
astralsorcery:blockworldilluminator, Cave Illuminator
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, Starlight Infuser
astralsorcery:blockrituallink, Ritual Anchor
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, Tree Beacon
astralsorcery:blocktranslucentblock, Translucent Block
astralsorcery:blockmapdrawingtable, Stellar Refraction Table
astralsorcery:blockcelestialgateway, Celestial Gateway
astralsorcery:blockobservatory, Observatory
astralsorcery:blocklens, Lens
astralsorcery:blockprism, PrismLens
astralsorcery:blockmarbleslab:0, Marble Slab
astralsorcery:blockcustomore:0, Rock Crystal Ore
astralsorcery:blockcustomore:1, Starmetal Ore
astralsorcery:blockcustomsandore:0, Aquamarine Shale
astralsorcery:blockcustomflower:0, Faint Amaranth
astralsorcery:blockmarble:0, Marble
astralsorcery:blockmarble:1, Marble Bricks
astralsorcery:blockmarble:2, Marble Pillar
astralsorcery:blockmarble:3, Marble Arch
astralsorcery:blockmarble:4, Chiseled Marble
astralsorcery:blockmarble:5, Engraved Marble
astralsorcery:blockmarble:6, Runed Marble
astralsorcery:blockblackmarble:0, Sooty Marble
astralsorcery:blockblackmarble:1, Sooty Marble Bricks
astralsorcery:blockblackmarble:2, Sooty Marble Pillar
astralsorcery:blockblackmarble:3, Sooty Marble Arch
astralsorcery:blockblackmarble:4, Chiseled Sooty Marble
astralsorcery:blockblackmarble:5, Engraved Sooty Marble
astralsorcery:blockblackmarble:6, Runed Sooty Marble
astralsorcery:blockinfusedwood:0, Infused Wood
astralsorcery:blockinfusedwood:1, Infused Wood Planks
astralsorcery:blockinfusedwood:2, Infused Wood Column
astralsorcery:blockinfusedwood:3, Infused Wood Arch
astralsorcery:blockinfusedwood:4, Engraved Infused Wood
astralsorcery:blockinfusedwood:5, Enriched Infused Wood
astralsorcery:blockinfusedwood:6, Vibrant Infused Wood
astralsorcery:blockborehead:0, Neromantic Prime
astralsorcery:blockborehead:1, Fysallidic Prime
astralsorcery:blockmachine:0, Telescope
astralsorcery:blockmachine:1, Grindstone
astralsorcery:blockcelestialcrystals:0, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:1, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:2, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:3, Celestial Crystal Cluster
astralsorcery:blockcelestialcrystals:4, Celestial Crystal Cluster
astralsorcery:blockgemcrystals:0, Gem Crystal Cluster
astralsorcery:blockgemcrystals:1, Gem Crystal Cluster
astralsorcery:blockgemcrystals:2, Gem Crystal Cluster
astralsorcery:blockgemcrystals:3, Gem Crystal Cluster
astralsorcery:blockgemcrystals:4, Gem Crystal Cluster
astralsorcery:blockstructural:0, Telescope
astralsorcery:blockritualpedestal, Ritual Pedestal
astralsorcery:blockaltar:0, Luminous Crafting Table
astralsorcery:blockaltar:1, Starlight Crafting Altar
astralsorcery:blockaltar:2, Celestial Altar
astralsorcery:blockaltar:3, Iridescent Altar
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
flansmod:ak47, AK47
flansmod:german_item, German Weapons Box
flansmod:su25, SU 25
flansmod:americansnowpants, American WW2 Snow Pants
flansmod:browning, Browning .30Cal
flansmod:stingerammo:0, Stinger Missile
flansmod:juggernauthelmet, Juggernaut Helmet (Green)
flansmod:flanmwburstfire, Burst Fire Modification
flansmod:m4carbineammo:0, M4 Carbine Ammo
flansmod:skorpion, Skorpion
flansmod:mtarammo:0, MTAR Ammo
flansmod:uziammo:0, Mini-Uzi Ammo
flansmod:largeelectricengine, Large Electric Engine
flansmod:metalcockpit, Metal Cockpit
flansmod:mwammobag, Deployable Ammo Bag
flansmod:kv1, KV-1
flansmod:mtar, MTAR
flansmod:germanpants, German WW2 Trousers
flansmod:b1, Char B1 Bis
flansmod:kskpants, German KSK Trousers
flansmod:c4, C4 Plastic Explosive
flansmod:sdkfz2, SdKfz.2
flansmod:50cal, Browning .50Cal
flansmod:swatbody, SWAT Bodyarmour
flansmod:m3a1, M3A1 Grease Gun
flansmod:russianpants, Russian WW2 Trousers
flansmod:coltpython, Colt Python
flansmod:sg550, SG550
flansmod:g36ammo:0, G36C Ammo
flansmod:ww2mine, Anti-Tank Mine
flansmod:uspammo:0, USP Ammo
flansmod:sasbody, British SAS Jacket
flansmod:bodyarmour, Body Armour
flansmod:flanmwlongbarrel, Long Barrel
flansmod:is2, IS-2
flansmod:w1200ammo:0, 12 Gauge Shell
flansmod:m1911ammo:0, M1911 Ammo
flansmod:tiger, Tiger
flansmod:nagantsniper, Mosin Nagant Sniper
flansmod:boforsammo:0, Bofors Ammo
flansmod:rotaryengine, Rotary Engine
flansmod:mustang, P-51 Mustang
flansmod:fmg, FMG-9
flansmod:ppsh, PPSH-41
flansmod:crusader, Cruiser Mk. VI Crusader
flansmod:baseballbat, Baseball Bat
flansmod:spasammo:0, 12 Gauge Explosive Ammo
flansmod:flak38, Flak-38
flansmod:hellcat, M18 Hellcat
flansmod:12gaugeshellincendiary:0, 12 Gauge Incendiary Shotgun Shell
flansmod:germanchest, German Coat
flansmod:l86, L86 LSW
flansmod:panzerschreckammo:0, Panzerschreck Ammo
flansmod:juggernautbodybrown, Juggernaut Body Armor (Brown)
flansmod:russianboots, Russian WW2 Boots
flansmod:fnscarammo:0, FN SCAR Ammo
flansmod:m1014, M1014
flansmod:m1garandammo:0, M1 Garand Ammo
flansmod:germanforestcoat, German WW2 Forest Coat
flansmod:37mmammo:0, 37mm Flak Cannon Ammo
flansmod:germandeserthelmet, German WW2 Desert Helmet
flansmod:mim23ammo:0, MIM-23 Rocket
flansmod:panzerfaust3, Panzerfaust 3
flansmod:l96, L96
flansmod:tiger131, Tiger 131
flansmod:marinehelmet, Marine Helmet
flansmod:augammo:0, AUG Ammo
flansmod:dragunov, Dragunov
flansmod:acr, ACR
flansmod:exoskeletonboots, Exoskeleton Boots
flansmod:japanese_item, Japanese Weapons Box
flansmod:usppoisonammo:0, USP Poison Ammo
flansmod:stug, StuG IV
flansmod:abrams, M1 Abrams
flansmod:flanmwreddot, Red Dot Sight
flansmod:vickerskgo, Vickers K-GO
flansmod:s100, S-100 SchnellBoot
flansmod:modernadvanced_item, Advanced Modern Weapons Box
flansmod:chaffee, M24 Chaffee
flansmod:50calammo:0, Browning .50Cal Ammo
flansmod:juggernauthelmetbrown, Juggernaut Helmet (Brown)
flansmod:americansnowboots, American WW2 Snow Boots
flansmod:sg550ammo:0, SG550 Ammo
flansmod:exoskeletonhelmet, Exoskeleton Helmet
flansmod:claymore, M18 Claymore
flansmod:japanesepants, Japanese WW2 Trousers
flansmod:ak74, AK74
flansmod:g3, G3
flansmod:lugerammo:0, Luger Ammo
flansmod:shell:0, AP Tank Shell
flansmod:ww2armour_item, WW2 Armor Box
flansmod:m40a3ammo:0, Explosive Sniper Ammo
flansmod:sigp232, SIG P232
flansmod:helicopterblade, Helicopter Blade
flansmod:mwmedkit, Medkit
flansmod:bmwr75, BMWR75
flansmod:saspants, British SAS Trousers
flansmod:flanskeleton2_item, tile.flanSkeleton2.name
flansmod:advancedtankbody, Advanced Tank Body
flansmod:panzerfaustammo:0, Panzerfaust Grenade
flansmod:germanboots, German WW2 Boots
flansmod:germancoat, German WW2 Coat
flansmod:olympia, Olympia
flansmod:mp5ammo:0, MP5 Ammo
flansmod:m16a4, M16A4
flansmod:americanuniformpants, American Trousers
flansmod:tt33, TT33
flansmod:spetsnazboots, Spetsnaz Boots
flansmod:metalpropeller, Metal Propeller
flansmod:bren, Bren
flansmod:blackhawk, UH-60 Black Hawk
flansmod:germanuniformpants, German Trousers
flansmod:m1014ammo:0, 12 Gauge Buckshot Shell
flansmod:labcoat, Lab Coat
flansmod:jury, Jury Autorevolver
flansmod:pak40, Pak-40
flansmod:at4ammo:0, AT4 Rocket
flansmod:lancaster, Lancaster Bomber
flansmod:screwdriver, Screwdriver
flansmod:gignboots, French GIGN Boots
flansmod:ak47ammo:0, AK47 Ammo
flansmod:bf109, BF109
flansmod:dp28ammo:0, DP28 Ammo
flansmod:m45quad, M45 .50Cal Quad Mount
flansmod:skorpionammo:0, Skorpion Ammo
flansmod:cattrack, Caterpillar Track
flansmod:g43, Gewehr 43
flansmod:20mmammo:0, 20mm Auto Cannon Ammo
flansmod:american_item, American Weapons Box
flansmod:g36, G36C
flansmod:sentrygun, Sentry Gun
flansmod:dragunovammo:0, Dragunov Ammo
flansmod:stinger, FIM-92 Stinger
flansmod:mk2frag, Mk. 2 Frag Grenade
flansmod:rgd33, RGD-33 Stick Grenade
flansmod:shopkeepersapron, Shopkeeper's Apron
flansmod:judge, Judge Shotgun
flansmod:minigunexplosiveammo:0, Minigun Explosive Ammo
flansmod:barrettammo:0, Barrett Ammo
flansmod:metalwingsmall, Small Metal Wing
flansmod:mwriotshield, Riot Shield
flansmod:flanmwautofire, Full Auto Fire Modification
flansmod:redstonecoil, Redstone Coil
flansmod:executioner, Executioner Shotgun
flansmod:f22, F22 Raptor
flansmod:policejacket, Police Jacket
flansmod:blacktrousers, Black Trousers
flansmod:spetsnazbody, Spetsnaz Jacket
flansmod:bulldozerboots, Bulldozer Boots
flansmod:zomriotshield, Old Police Riot Shield
flansmod:flanmw4xscope, 4x Scope
flansmod:triplanewing, Triplane Wing
flansmod:fleshlump, Lump of Zombie Flesh
flansmod:zf4scope, ZF-4 Scope
flansmod:marineboots, Marine Boots
flansmod:fg42ammo:0, FG42 Ammo
flansmod:bazooka, Bazooka
flansmod:passengerbay, Passenger Bay
flansmod:glockammo:0, Glock Ammo
flansmod:britishboots, British WW2 Boots
flansmod:minigunammo:0, Minigun Ammo
flansmod:leech, Leech
flansmod:type100, Type 100
flansmod:largebomb:0, Large Bomb
flansmod:surgicalaxe, Surgical Axe
flansmod:12gaugeshell:0, 12 Gauge Shotgun Shell
flansmod:coltammo:0, Colt Ammo
flansmod:heavytankbody, Heavy Tank Body
flansmod:british2pdrapshell:0, British 2pdr AP Tank Shell
flansmod:cattrackpiece, Caterpillar Track Piece
flansmod:advancedmetalcockpit, Advanced Metal Cockpit
flansmod:leo2a6, Leopard 2A6
flansmod:m9, M9
flansmod:tigerii, Tiger II H
flansmod:tankbarrel, Tank Barrel
flansmod:hydra70ammo:0, Hydra 70 salvo
flansmod:americanchest, American Coat
flansmod:hk416, HK416
flansmod:nagant, Mosin Nagant
flansmod:mg42ammo250:0, MG42 Ammo - 250 Bullet Box
flansmod:gignbody, French GIGN Jacket
flansmod:m157mm, M1-57 MM
flansmod:w1200incendiaryammo:0, 12 Gauge Incendiary Shell
flansmod:japanesehelmet, Japanese WW2 Helmet
flansmod:mg151ammo:0, MG 151 Ammo
flansmod:flanmwsilencer, Silencer
flansmod:brenammo100:0, Bren Ammo - 100 Bullet Drum
flansmod:m72law, M72 LAW
flansmod:torpedo:0, Torpedo
flansmod:3006bullet:0, .30-06 Springfield
flansmod:thompsonammo:0, Thompson Ammo
flansmod:kskboots, German KSK Boots
flansmod:spetsnazpants, Spetsnaz Trousers
flansmod:british_item, British Weapons Box
flansmod:bulldozerhelmet, Bulldozer Helmet
flansmod:doublebarrelledshotgun, Double Barrelled Shotgun
flansmod:metalwingsection, Metal Wing Section
flansmod:l86ammo:0, L86 LSW Ammo
flansmod:ppshammo:0, PPSH-41 Ammo
flansmod:usp, USP .45
flansmod:panzerfaust, Panzerfaust
flansmod:flaregunammo:0, Flare
flansmod:germandesertcoat, German WW2 Desert Coat
flansmod:woodenpropeller, Wooden Propeller
flansmod:grenadelauncherammo, Impact Grenade
flansmod:modernpremium, Premium Reward Box
flansmod:britishdesertcoat, British WW2 Desert Coat
flansmod:bombbay, Bomb Bay
flansmod:mg42, MG42
flansmod:ww2parachute, Parachute
flansmod:panzerschreck, Panzerschreck
flansmod:golddeserteagle, Gold Desert Eagle
flansmod:britishdesertpants, British WW2 Desert Trousers
flansmod:t34, T-34
flansmod:britishpants, British WW2 Trousers
flansmod:grenadelaunchergasammo, Gas Grenade
flansmod:m4carbine, M4 Carbine
flansmod:stenammo:0, Sten Ammo
flansmod:russiancoat, Russian WW2 Coat
flansmod:flangunrack_item, tile.flanGunRack.name
flansmod:largewheel, Large Wheel
flansmod:cloakergoggles, Cloaker Goggles
flansmod:britishhelmet, British WW2 Helmet
flansmod:kskhelmet, German KSK Helmet
flansmod:marinebody, Marine Jacket
flansmod:helicopterskid, Helicopter Skid
flansmod:mp40ammo:0, MP 40 Ammo
flansmod:flamethrower, Flamethrower
flansmod:germanforestboots, German WW2 Forest Boots
flansmod:sherman, M4 Sherman
flansmod:vickerskammo100:0, Vickers K Ammo - 100 Bullet Drum
flansmod:leeenfieldsniper, Lee Enfield Sniper
flansmod:marinepants, Marine Trousers
flansmod:wheel, Small Wheel
flansmod:germanuniformboots, German Boots
flansmod:rpd, RPD
flansmod:rpg, RPG-7
flansmod:kar98ksniper, Kar98k Sniper
flansmod:hydra70, Hydra 70 rocket pod
flansmod:rpk, RPK
flansmod:bulldozerbody, Bulldozer Chestplate
flansmod:acrammo:0, ACR Ammo
flansmod:kar98k, Kar98k
flansmod:rpkammo:0, RPK Ammo
flansmod:browningammo:0, Browning .30Cal Ammo - 250 Bullet Box
flansmod:mk4rocket:0, Mk. 4 Rocket
flansmod:trenchgun, Trenchgun
flansmod:yak9, Yak-9
flansmod:type14, Type 14
flansmod:germansnowhelmet, German WW2 Snow Helmet
flansmod:americansnowcoat, American WW2 Snow Coat
flansmod:zommedicpack, Medical Kit
flansmod:policehat, Police Helmet
flansmod:a10, A-10
flansmod:m1911, M1911 Colt .45
flansmod:flakjacket, Flak Jacket
flansmod:napalm:0, Napalm
flansmod:mp5kammo:0, MP5K Ammo
flansmod:ww2knife, Knife
flansmod:flanmwpistolflashlight, Pistol Flashlight Attachment
flansmod:uc2pdr, Universal Carrier 2 Pdr
flansmod:makarov, Makarov
flansmod:p90ammo:0, P90 Ammo
flansmod:smallchassis, Small Car Chassis
flansmod:springfield, Springfield
flansmod:sdkfz222, SdKfz.222
flansmod:kskbody, German KSK Jacket
flansmod:lighttankbody, Light Tank Body
